predicate_id	object_id	object_label	object_source	confidence	match_string	is_longest_match	matches_whole_text	match_type	info	subject_start	subject_end	subject_label	subject_source	subject_text_id	ss_sl_cosine_dist	ss_ol_cosine_dist	biome	sample_count	rank	acceptable
None	ENVO:00000134	permafrost	https://data.bioontology.org/ontologies/ENVO	0.44714146828627677	None	None	None	PREF	None	1	10	PERMAFROST	permafrost biome	None	0.2440710539815456	0.2440710539815456	False	98	1.0	False
None	ENVO:00000078	farm	https://data.bioontology.org/ontologies/ENVO	0.05061071926713144	None	None	None	PREF	None	5	8	FARM	pig farm (adult pig)	None	0.683772233983162	0.683772233983162	False	2	1.0	False
None	ENVO:00000078	farm	https://data.bioontology.org/ontologies/ENVO	0.042498167999739586	None	None	None	PREF	None	5	8	FARM	pig farm (juvenile pig)	None	0.7051160876902057	0.7051160876902057	False	2	1.0	False
None	ENVO:00000111	forested area	https://data.bioontology.org/ontologies/ENVO	0.15293780099538928	None	None	None	SYN	None	6	11	FOREST	pine forest	None	0.33333333333333337	0.5979848738963152	False	19	1.0	False
None	ENVO:01001357	desert	https://data.bioontology.org/ontologies/ENVO	0.28629746235613823	None	None	None	PREF	None	7	12	DESERT	polar desert	None	0.3675444679663241	0.3675444679663241	False	87	1.0	False
None	ENVO:00000418	ria	https://data.bioontology.org/ontologies/ENVO	0.04492640346350012	None	None	None	PREF	None	1	3	RIA	ria de aveiro	None	0.6984886554222364	0.6984886554222364	False	3	1.0	False
None	ENVO:00000296	rice field	https://data.bioontology.org/ontologies/ENVO	0.20667569704733066	None	None	True	SYN	None	1	10	RICE PADDY	rice paddy	None	0.0	0.625	False	4	1.0	False
None	ENVO:00000296	rice field	https://data.bioontology.org/ontologies/ENVO	0.10268141626314793	None	None	None	SYN	None	1	10	RICE PADDY	rice paddy soils	None	0.2440710539815456	0.7165266452430796	False	11	1.0	False
None	ENVO:00000111	forested area	https://data.bioontology.org/ontologies/ENVO	0.042647440050772346	None	None	None	SYN	None	22	27	FOREST	sclerophyll eucalypt forest	None	0.6	0.758790924337789	False	23	1.0	False
None	ENVO:00000300	scrubland area	https://data.bioontology.org/ontologies/ENVO	0.36265030862745	None	None	True	SYN	None	1	9	SHRUBLAND	shrubland	None	0.0	0.454455274410019	False	9	1.0	False
None	NCBITaxon:2	Bacteria	https://data.bioontology.org/ontologies/ENVO	0.421881727793251	None	None	None	PREF	None	6	13	BACTERIA	soil bacteria	None	0.2614510541240035	0.2614510541240035	False	6	1.0	False
None	ENVO:00000111	forested area	https://data.bioontology.org/ontologies/ENVO	0.11900826446280992	None	None	None	SYN	None	8	13	FOREST	spruce forest	None	0.39697731084447274	0.6363636363636364	False	64	1.0	False
None	ENVO:01000251	subpolar	https://data.bioontology.org/ontologies/ENVO	0.005515361864235101	None	None	None	SYN	None	5	10	BOREAL	sub-boreal spruce biogeoclimatic zone	None	0.6619382981085934	0.9309934440657646	False	27	1.0	False
None	ENVO:01000198	mixed forest biome	https://data.bioontology.org/ontologies/ENVO	0.31810829150682024	None	None	None	PREF	None	25	42	MIXED FOREST BIOME	temperate broadleaf and mixed forest biome	None	0.3675444679663241	0.3675444679663241	True	10	1.0	False
None	ENVO:01000206	temperate	https://data.bioontology.org/ontologies/ENVO	0.12037325489575593	None	None	None	PREF	None	1	9	TEMPERATE	temperate broadleaf and mixed forests	None	0.5527864045000421	0.5527864045000421	False	162	1.0	False
None	ENVO:01000206	temperate	https://data.bioontology.org/ontologies/ENVO	0.17454136759283337	None	None	None	PREF	None	1	9	TEMPERATE	temperate coniferous forests	None	0.4811254783372292	0.4811254783372292	False	67	1.0	False
None	ENVO:01000206	temperate	https://data.bioontology.org/ontologies/ENVO	0.19290834152295974	None	None	None	PREF	None	1	9	TEMPERATE	temperate deciduous forest	None	0.4599382751326784	0.4599382751326784	False	48	1.0	False
None	ENVO:01000206	temperate	https://data.bioontology.org/ontologies/ENVO	0.2763913378646925	None	None	None	PREF	None	1	9	TEMPERATE	temperate grasslands	None	0.3763904355376765	0.3763904355376765	False	109	1.0	False
None	ENVO:01000176	shrubland biome	https://data.bioontology.org/ontologies/ENVO	0.2831592929993858	None	None	None	PREF	None	37	51	SHRUBLAND BIOME	temperate grasslands, savannas, and shrubland biome	None	0.39631229940583024	0.39631229940583024	True	26	1.0	False
None	ENVO:01000206	temperate	https://data.bioontology.org/ontologies/ENVO	0.41513167240740567	None	None	None	PREF	None	1	9	TEMPERATE	temperate urban	None	0.26620061429465713	0.26620061429465713	False	2	1.0	False
None	ENVO:00000446	terrestrial biome	https://data.bioontology.org/ontologies/ENVO	0.3234907886671644	None	None	None	PREF	None	1	17	TERRESTRIAL BIOME	terrestrial biome [envo:00000446]	None	0.3632854600329867	0.3632854600329867	True	6	1.0	False
None	ENVO:00001998	soil	https://data.bioontology.org/ontologies/ENVO	0.07904419109373398	None	None	None	PREF	None	13	16	SOIL	terrestrial soil	None	0.6220355269907728	0.6220355269907728	False	15	1.0	False
None	ENVO:01000352	field	https://data.bioontology.org/ontologies/ENVO	0.2641080228873672	None	None	None	PREF	None	6	10	FIELD	test field	None	0.38762756430420553	0.38762756430420553	False	3	1.0	False
None	ENVO:01000176	shrubland biome	https://data.bioontology.org/ontologies/ENVO	0.19193896025522192	None	None	None	PREF	None	52	66	SHRUBLAND BIOME	tropical and subtropical grasslands, savannas, and shrubland biome	None	0.48326812144059983	0.48326812144059983	True	13	1.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.1970882403124378	None	None	None	PREF	None	9	13	BIOME	tundrar biome	None	0.4777670321329065	0.4777670321329065	True	68	1.0	False
None	ENVO:00001998	soil	https://data.bioontology.org/ontologies/ENVO	0.07251300953656242	None	None	None	PREF	None	14	17	SOIL	agricultural soil	None	0.6348516283298893	0.6348516283298893	False	20	2.0	False
None	ENVO:00000108	meadow ecosystem	https://data.bioontology.org/ontologies/ENVO	0.0993174610869575	None	None	None	SYN	None	8	13	MEADOW	alpine meadow	None	0.39697731084447274	0.6776708143898479	False	3	2.0	False
None	ENVO:00000300	scrubland area	https://data.bioontology.org/ontologies/ENVO	0.03766297153914838	None	None	None	SYN	None	26	30	SCRUB	alpine meadow and alpine scrub	None	0.7190242565254918	0.7190242565254918	False	7	2.0	False
None	ENVO:01000340	alpine	https://data.bioontology.org/ontologies/ENVO	0.1590990257669732	None	None	None	PREF	None	1	6	ALPINE	alpine meadow soil	None	0.5	0.5	False	2	2.0	False
None	ENVO:01000254	environmental system	https://data.bioontology.org/ontologies/ENVO	0.16562021895933032	None	None	None	SYN	None	15	25	ENVIRONMENT	anthropogenic environment	None	0.37445675782877563	0.5576741315353084	False	5	2.0	False
None	ENVO:00000446	terrestrial biome	https://data.bioontology.org/ontologies/ENVO	0.438648427136574	None	None	None	PREF	None	15	31	TERRESTRIAL BIOME	anthropogenic terrestrial biome	None	0.2808050477719237	0.2808050477719237	True	35	2.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.1970882403124378	None	None	None	PREF	None	9	13	BIOME	aquatic biome	None	0.4777670321329065	0.4777670321329065	True	25	2.0	False
None	ENVO:01000621	microcosm	https://data.bioontology.org/ontologies/ENVO	0.2583289378291038	None	None	None	PREF	None	13	21	MICROCOSM	arable soil microcosm	None	0.3930230213331162	0.3930230213331162	False	51	2.0	False
None	ENVO:00005774	peat soil	https://data.bioontology.org/ontologies/ENVO	0.20226511823437213	None	None	None	SYN	None	8	11	PEAT	arctic peat soil	None	0.6220355269907728	0.2928932188134524	False	7	2.0	False
None	ENVO:00000172	sandy desert	https://data.bioontology.org/ontologies/ENVO	0.2295748846661433	None	None	None	SYN	None	6	11	DESERT	arid desert	None	0.33333333333333337	0.4729537233052701	False	42	2.0	False
None	ENVO:00000183	stony desert	https://data.bioontology.org/ontologies/ENVO	0.2295748846661433	None	None	None	SYN	None	6	11	DESERT	arid desert	None	0.33333333333333337	0.4729537233052701	False	42	2.0	False
None	ENVO:00000173	rocky desert	https://data.bioontology.org/ontologies/ENVO	0.2295748846661433	None	None	None	SYN	None	6	11	DESERT	arid desert	None	0.33333333333333337	0.4729537233052701	False	42	2.0	False
None	ENVO:01000230	arid	https://data.bioontology.org/ontologies/ENVO	0.1373178095938078	None	None	None	PREF	None	1	4	ARID	arid steppe	None	0.5285954792089684	0.5285954792089684	False	6	2.0	False
None	ENVO:00000195	sinkhole	https://data.bioontology.org/ontologies/ENVO	0.10298835719535593	None	None	True	SYN	None	1	5	BASIN	basin	None	0.0	0.7642977396044841	False	4	2.0	False
None	ENVO:00000091	beach	https://data.bioontology.org/ontologies/ENVO	0.1590990257669733	None	None	None	PREF	None	1	5	BEACH	beach sediment	None	0.4999999999999999	0.4999999999999999	False	3	2.0	False
None	ENVO:01000250	subpolar coniferous forest biome	https://data.bioontology.org/ontologies/ENVO	0.16746668374752588	None	None	True	SYN	None	1	13	BOREAL FOREST	boreal forest	None	0.0	0.6961781898749	True	149	2.0	False
None	ENVO:00001998	soil	https://data.bioontology.org/ontologies/ENVO	0.1879998288966063	None	None	None	PREF	None	6	9	SOIL	bulk soil	None	0.4654775161751513	0.4654775161751513	False	25	2.0	False
None	ENVO:01000386	temperate deciduous needleleaf forest	https://data.bioontology.org/ontologies/ENVO	0.15197427908227576	None	None	True	SYN	None	1	17	CONIFEROUS FOREST	coniferous forest	None	0.0	0.6944949536696107	False	9	2.0	False
None	ENVO:01000174	forest biome	https://data.bioontology.org/ontologies/ENVO	0.39557230830537105	None	None	None	PREF	None	12	23	FOREST BIOME	coniferous forest biome	None	0.30993444065764575	0.30993444065764575	True	120	2.0	False
None	ENVO:00000114	agricultural field	https://data.bioontology.org/ontologies/ENVO	0.08949320199392245	None	None	None	SYN	None	14	18	FIELD	conventional field	None	0.5669872981077806	0.625	False	3	2.0	False
None	ENVO:01000635	planetary landmass	https://data.bioontology.org/ontologies/ENVO	0.10233414500605102	None	None	None	SYN	None	6	9	LAND	crop land	None	0.4654775161751513	0.6436516774501009	False	8	2.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.17677669529663698	None	None	None	PREF	None	10	14	BIOME	cropland biome	None	0.4999999999999999	0.4999999999999999	True	1550	2.0	False
None	ENVO:00000111	forested area	https://data.bioontology.org/ontologies/ENVO	0.04488011138403768	None	None	None	SYN	None	21	26	FOREST	deciduous/broadleaf forest	None	0.5917517095361369	0.7538170180413345	False	15	2.0	False
None	ENVO:00000172	sandy desert	https://data.bioontology.org/ontologies/ENVO	0.45267603468585677	None	None	True	SYN	None	1	6	DESERT	desert	None	0.0	0.3675444679663241	False	157	2.0	False
None	ENVO:00000183	stony desert	https://data.bioontology.org/ontologies/ENVO	0.45267603468585677	None	None	True	SYN	None	1	6	DESERT	desert	None	0.0	0.3675444679663241	False	157	2.0	False
None	ENVO:00000173	rocky desert	https://data.bioontology.org/ontologies/ENVO	0.45267603468585677	None	None	True	SYN	None	1	6	DESERT	desert	None	0.0	0.3675444679663241	False	157	2.0	False
None	ENVO:01001357	desert	https://data.bioontology.org/ontologies/ENVO	0.08671631486906035	None	None	None	PREF	None	1	6	DESERT	desert and xeric shrubland	None	0.6077677297236319	0.6077677297236319	False	2	2.0	False
None	ENVO:01001357	desert	https://data.bioontology.org/ontologies/ENVO	0.28629746235613823	None	None	None	PREF	None	1	6	DESERT	desert biome	None	0.3675444679663241	0.3675444679663241	False	156	2.0	False
None	ENVO:00000172	sandy desert	https://data.bioontology.org/ontologies/ENVO	0.1642704153728545	None	None	None	SYN	None	1	6	DESERT	desert soil	None	0.33333333333333337	0.5783629786442162	False	4	2.0	False
None	ENVO:00000183	stony desert	https://data.bioontology.org/ontologies/ENVO	0.1642704153728545	None	None	None	SYN	None	1	6	DESERT	desert soil	None	0.33333333333333337	0.5783629786442162	False	4	2.0	False
None	ENVO:00000173	rocky desert	https://data.bioontology.org/ontologies/ENVO	0.1642704153728545	None	None	None	SYN	None	1	6	DESERT	desert soil	None	0.33333333333333337	0.5783629786442162	False	4	2.0	False
None	ENVO:00001998	soil	https://data.bioontology.org/ontologies/ENVO	0.03180771758015249	None	None	None	PREF	None	28	31	SOIL	ectomycorrhizospheric bulk soil	None	0.7373871342805549	0.7373871342805549	False	4	2.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.1143774517860855	None	None	None	PREF	None	15	19	BIOME	envo:cropland biome	None	0.579915974791597	0.579915974791597	True	4856	2.0	False
None	ENVO:00000300	scrubland area	https://data.bioontology.org/ontologies/ENVO	0.08869060868327705	None	None	None	SYN	None	42	50	SHRUBLAND	envo:temperate grasslands, savannas, and shrubland biome	None	0.5347578948007646	0.6446654727406493	False	8	2.0	False
None	ENVO:01000205	subtropical	https://data.bioontology.org/ontologies/ENVO	0.2725999830381697	None	None	None	PREF	None	19	29	SUBTROPICAL	envo:tropical and subtropical coniferous forest biome	None	0.3798263270539577	0.3798263270539577	False	17	2.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.22202484134768552	None	None	None	PREF	None	8	12	BIOME	forest biome	None	0.4522774424948339	0.4522774424948339	True	275	2.0	False
None	ENVO:00000111	forested area	https://data.bioontology.org/ontologies/ENVO	0.15293780099538928	None	None	None	SYN	None	1	6	FOREST	forest soil	None	0.33333333333333337	0.5979848738963152	False	175	2.0	False
None	ENVO:00000111	forested area	https://data.bioontology.org/ontologies/ENVO	0.1663191057644472	None	None	None	SYN	None	1	6	FOREST	forest steppe	None	0.39697731084447274	0.5454545454545454	False	9	2.0	False
None	ENVO:00002011	fresh water	https://data.bioontology.org/ontologies/ENVO	0.265871907749402	None	None	None	SYN	None	1	10	FRESHWATER	freshwater biome	None	0.2440710539815456	0.4654775161751512	False	193	2.0	False
None	ENVO:00000023	stream	https://data.bioontology.org/ontologies/ENVO	0.1724659737422804	None	None	None	PREF	None	12	17	STREAM	freshwater stream	None	0.4836022205056778	0.4836022205056778	False	2	2.0	False
None	ENVO:00000444	woodland clearing	https://data.bioontology.org/ontologies/ENVO	0.07760604095722058	None	None	True	SYN	None	1	9	GRASSLAND	grassland	None	0.0	0.8048199854102934	False	49	2.0	False
None	ENVO:01001206	grassland ecosystem	https://data.bioontology.org/ontologies/ENVO	0.2607117642390478	None	None	None	SYN	None	1	9	GRASSLAND	grassland biome	None	0.26620061429465713	0.46186176480294994	False	58	2.0	False
None	ENVO:01001206	grassland ecosystem	https://data.bioontology.org/ontologies/ENVO	0.288146442006821	None	None	None	SYN	None	1	9	GRASSLAND	grassland soil	None	0.23623738417402662	0.439887966388796	False	26	2.0	False
None	ENVO:00000172	sandy desert	https://data.bioontology.org/ontologies/ENVO	0.13215009114659562	None	None	None	SYN	None	11	16	DESERT	hyperarid desert	None	0.4654775161751512	0.5774228726357418	False	42	2.0	False
None	ENVO:00000183	stony desert	https://data.bioontology.org/ontologies/ENVO	0.13215009114659562	None	None	None	SYN	None	11	16	DESERT	hyperarid desert	None	0.4654775161751512	0.5774228726357418	False	42	2.0	False
None	ENVO:00000173	rocky desert	https://data.bioontology.org/ontologies/ENVO	0.13215009114659562	None	None	None	SYN	None	11	16	DESERT	hyperarid desert	None	0.4654775161751512	0.5774228726357418	False	42	2.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.13374806099528444	None	None	None	PREF	None	13	17	BIOME	large river biome	None	0.552786404500042	0.552786404500042	True	95	2.0	False
None	ENVO:03500005	anthropogenic litter	https://data.bioontology.org/ontologies/ENVO	0.14773044158180526	None	None	None	SYN	None	6	11	LITTER	leaf litter	None	0.33333333333333337	0.6071628993408069	False	18	2.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.10649051737437883	None	None	None	PREF	None	16	20	BIOME	marine benthic biome	None	0.5917517095361369	0.5917517095361369	True	96	2.0	False
None	ENVO:00000054	saline marsh	https://data.bioontology.org/ontologies/ENVO	0.22877850140116296	None	None	None	SYN	None	8	17	SALT MARSH	marine salt marsh biome	None	0.33651119730296286	0.4724956212833704	False	24	2.0	False
None	ENVO:00000248	glacial valley	https://data.bioontology.org/ontologies/ENVO	0.09249294756220175	None	None	None	SYN	None	11	16	VALLEY	mezquital valley field soil	None	0.6	0.5958548115672619	False	24	2.0	False
None	ENVO:00000300	scrubland area	https://data.bioontology.org/ontologies/ENVO	0.13927086253860382	None	None	None	SYN	None	24	32	SHRUBLAND	montane grasslands and shrubland biome	None	0.4427217874246472	0.5743717346206256	False	12	2.0	False
None	ENVO:00001998	soil	https://data.bioontology.org/ontologies/ENVO	0.13121516571115888	None	None	None	PREF	None	18	21	SOIL	oil-contaminated soil	None	0.5370899501137243	0.5370899501137243	False	13	2.0	False
None	ENVO:00000114	agricultural field	https://data.bioontology.org/ontologies/ENVO	0.07781481340012057	None	None	None	SYN	None	9	13	FIELD	organic field	None	0.4777670321329065	0.6984886554222364	False	3	2.0	False
None	ENVO:00005774	peat soil	https://data.bioontology.org/ontologies/ENVO	0.4810702354423638	None	None	None	SYN	None	1	4	PEAT	peat soil	None	0.4654775161751513	0.0	False	8	2.0	False
None	ENVO:01001209	wetland ecosystem	https://data.bioontology.org/ontologies/ENVO	0.1600451469035031	None	None	True	SYN	None	1	8	PEATLAND	peatland	None	0.0	0.683772233983162	False	21	2.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.1457946285679543	None	None	None	PREF	None	12	16	BIOME	permafrost biome	None	0.5370899501137243	0.5370899501137243	True	98	2.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.25327856188386416	None	None	None	PREF	None	7	11	BIOME	polar biome	None	0.42264973081037427	0.42264973081037427	True	30	2.0	False
None	ENVO:00000172	sandy desert	https://data.bioontology.org/ontologies/ENVO	0.201246117974981	None	None	None	SYN	None	7	12	DESERT	polar desert	None	0.3675444679663241	0.5000000000000001	False	87	2.0	False
None	ENVO:00000183	stony desert	https://data.bioontology.org/ontologies/ENVO	0.201246117974981	None	None	None	SYN	None	7	12	DESERT	polar desert	None	0.3675444679663241	0.5000000000000001	False	87	2.0	False
None	ENVO:00000173	rocky desert	https://data.bioontology.org/ontologies/ENVO	0.201246117974981	None	None	None	SYN	None	7	12	DESERT	polar desert	None	0.3675444679663241	0.5000000000000001	False	87	2.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.15994562968104878	None	None	None	PREF	None	11	15	BIOME	rangeland biome	None	0.5196155385847385	0.5196155385847385	True	40	2.0	False
None	ENVO:00000475	inlet	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	1	3	RIA	ria de aveiro	None	0.6984886554222364	1.0	False	3	2.0	False
None	ENVO:00000300	scrubland area	https://data.bioontology.org/ontologies/ENVO	0.21988888652723446	None	None	None	SYN	None	1	9	SHRUBLAND	shrubland biome	None	0.26620061429465713	0.5196155385847385	False	138	2.0	False
None	ENVO:00001998	soil	https://data.bioontology.org/ontologies/ENVO	0.10685359730055445	None	None	None	PREF	None	1	4	SOIL	soil bacteria	None	0.5735985672887791	0.5735985672887791	False	6	2.0	False
None	ENVO:01000254	environmental system	https://data.bioontology.org/ontologies/ENVO	0.3080442487894439	None	None	None	SYN	None	6	16	ENVIRONMENT	soil environment	None	0.1982162742627268	0.43305329048615915	False	3	2.0	False
None	ENVO:01000205	subtropical	https://data.bioontology.org/ontologies/ENVO	0.43842536066587207	None	None	None	PREF	None	1	11	SUBTROPICAL	subtropical forest	None	0.25	0.25	False	13	2.0	False
None	ENVO:01000174	forest biome	https://data.bioontology.org/ontologies/ENVO	0.17677669529663678	None	None	None	PREF	None	31	42	FOREST BIOME	temperate broadleaf and mixed forest biome	None	0.5000000000000001	0.5000000000000001	True	10	2.0	False
None	ENVO:00000111	forested area	https://data.bioontology.org/ontologies/ENVO	0.04488011138403768	None	None	None	SYN	None	21	26	FOREST	temperate deciduous forest	None	0.5917517095361369	0.7538170180413345	False	48	2.0	False
None	ENVO:01000179	desert biome	https://data.bioontology.org/ontologies/ENVO	0.42044820762685714	None	None	None	PREF	None	11	22	DESERT BIOME	temperate desert biome	None	0.29289321881345254	0.29289321881345254	True	4	2.0	False
None	ENVO:01000206	temperate	https://data.bioontology.org/ontologies/ENVO	0.37840338686417163	None	None	None	PREF	None	1	9	TEMPERATE	temperate forest	None	0.2928932188134524	0.2928932188134524	False	211	2.0	False
None	ENVO:01000206	temperate	https://data.bioontology.org/ontologies/ENVO	0.2968615206326012	None	None	None	PREF	None	1	9	TEMPERATE	temperate grassland	None	0.35831105208025216	0.35831105208025216	False	197	2.0	False
None	ENVO:00000300	scrubland area	https://data.bioontology.org/ontologies/ENVO	0.09786902485620812	None	None	None	SYN	None	37	45	SHRUBLAND	temperate grasslands, savannas, and shrubland biome	None	0.5160660815041727	0.6303893645227135	False	26	2.0	False
None	ENVO:01000176	shrubland biome	https://data.bioontology.org/ontologies/ENVO	0.4900827262310544	None	None	None	PREF	None	11	25	SHRUBLAND BIOME	temperate shrubland biome	None	0.24819058844388753	0.24819058844388753	True	23	2.0	False
None	ENVO:01000175	woodland biome	https://data.bioontology.org/ontologies/ENVO	0.4687574753258343	None	None	None	PREF	None	11	24	WOODLAND BIOME	temperate woodland biome	None	0.2614510541240036	0.2614510541240036	True	31	2.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.13374806099528444	None	None	None	PREF	None	13	17	BIOME	terrestrial biome	None	0.552786404500042	0.552786404500042	True	484	2.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.04326626573406857	None	None	None	PREF	None	13	17	BIOME	terrestrial biome [envo:00000446]	None	0.7152526012742503	0.7152526012742503	True	6	2.0	False
None	ENVO:00000114	agricultural field	https://data.bioontology.org/ontologies/ENVO	0.11586190184477535	None	None	None	SYN	None	6	10	FIELD	test field	None	0.38762756430420553	0.6464466094067263	False	3	2.0	False
None	ENVO:01000205	subtropical	https://data.bioontology.org/ontologies/ENVO	0.30128565710424426	None	None	None	PREF	None	14	24	SUBTROPICAL	tropical and subtropical coniferous forest biome	None	0.3545027756320973	0.3545027756320973	False	8	2.0	False
None	ENVO:01000205	subtropical	https://data.bioontology.org/ontologies/ENVO	0.1514871678167928	None	None	None	PREF	None	14	24	SUBTROPICAL	tropical and subtropical grasslands, savannas, and shrubland biome	None	0.5097096621545398	0.5097096621545398	False	13	2.0	False
None	ENVO:01000179	desert biome	https://data.bioontology.org/ontologies/ENVO	0.44828891372526514	None	None	None	PREF	None	10	21	DESERT BIOME	tropical desert biome	None	0.2745237498899884	0.2745237498899884	True	22	2.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.22202484134768552	None	None	None	PREF	None	8	12	BIOME	tundra biome	None	0.4522774424948339	0.4522774424948339	True	524	2.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.25327856188386416	None	None	None	PREF	None	7	11	BIOME	urban biome	None	0.42264973081037427	0.42264973081037427	True	1107	2.0	False
None	ENVO:00000108	meadow ecosystem	https://data.bioontology.org/ontologies/ENVO	0.029471482935775197	None	None	None	SYN	None	8	13	MEADOW	alpine meadow and alpine scrub	None	0.6755571577384749	0.7832225076189699	False	7	3.0	False
None	ENVO:00000108	meadow ecosystem	https://data.bioontology.org/ontologies/ENVO	0.08689234273135936	None	None	None	SYN	None	8	13	MEADOW	alpine meadow soil	None	0.5	0.6659234476094695	False	2	3.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.05866837658814808	None	None	None	PREF	None	27	31	BIOME	anthropogenic terrestrial biome	None	0.6783662395486615	0.6783662395486615	True	35	3.0	False
None	ENVO:01001184	arable	https://data.bioontology.org/ontologies/ENVO	0.1283439784019332	None	None	None	PREF	None	1	6	ARABLE	arable soil microcosm	None	0.5411685322588765	0.5411685322588765	False	51	3.0	False
None	ENVO:00001998	soil	https://data.bioontology.org/ontologies/ENVO	0.07904419109373398	None	None	None	PREF	None	13	16	SOIL	arctic peat soil	None	0.6220355269907728	0.6220355269907728	False	7	3.0	False
None	ENVO:01000230	arid	https://data.bioontology.org/ontologies/ENVO	0.1373178095938078	None	None	None	PREF	None	1	4	ARID	arid desert	None	0.5285954792089684	0.5285954792089684	False	42	3.0	False
None	ENVO:00000165	asphalt lake	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	True	SYN	None	1	5	BASIN	basin	None	0.0	1.0	False	4	3.0	False
None	ENVO:00000311	kettle	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	True	SYN	None	1	5	BASIN	basin	None	0.0	1.0	False	4	3.0	False
None	ENVO:00000104	undersea feature	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	True	SYN	None	1	5	BASIN	basin	None	0.0	1.0	False	4	3.0	False
None	ENVO:00000151	sabkha	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	True	SYN	None	1	5	BASIN	basin	None	0.0	1.0	False	4	3.0	False
None	ENVO:01000251	subpolar	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	1	6	BOREAL	boreal forest	None	0.3066247547184635	1.0	False	149	3.0	False
None	ENVO:01000399	tropical needleleaf forest	https://data.bioontology.org/ontologies/ENVO	0.1217504683031621	None	None	True	SYN	None	1	17	CONIFEROUS FOREST	coniferous forest	None	0.0	0.736476861652635	False	9	3.0	False
None	ENVO:01000433	needleleaf forest	https://data.bioontology.org/ontologies/ENVO	0.11373668938012382	None	None	None	SYN	None	1	17	CONIFEROUS FOREST	coniferous forest biome	None	0.15484574527148343	0.7182819150904944	False	120	3.0	False
None	UBERON:0007688	anlage	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	None	SYN	None	14	18	FIELD	conventional field	None	0.5669872981077806	1.0	False	3	3.0	False
None	ENVO:00000117	plantation	https://data.bioontology.org/ontologies/ENVO	0.05869067175274825	None	None	None	SYN	None	1	8	CROPLAND	cropland biome	None	0.2928932188134524	0.7958758547680685	False	1550	3.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.09334994659327175	None	None	None	PREF	None	18	22	BIOME	dense settlement biome	None	0.6127016653792583	0.6127016653792583	True	3	3.0	False
None	ENVO:00000315	bajada	https://data.bioontology.org/ontologies/ENVO	0.0	None	None	True	SYN	None	1	6	DESERT	desert	None	0.0	1.0	False	157	3.0	False
None	ENVO:00000172	sandy desert	https://data.bioontology.org/ontologies/ENVO	0.08012770348018382	None	None	None	SYN	None	1	6	DESERT	desert and xeric shrubland	None	0.6077677297236319	0.6278957962323746	False	2	3.0	False
None	ENVO:00000428	biome	https://data.bioontology.org/ontologies/ENVO	0.22202484134768552	None	None	None	PREF	None	8	12	BIOME	desert biome	None	0.4522774424948339	0.4522774424948339	True	156	3.0	False
None	ENVO:00001998	soil	https://data.bioontology.org/ontologies/ENVO	0.1373178095938078	None	None	None	PREF	None	8	11	SOIL	desert soil	None	0.5285954792089684	0.5285954792089684	False	4	3.0	False
None	ENVO:00000117	plantation	https://data.bioontology.org/ontologies/ENVO	0.03797383737391679	None	None	None	SYN	None	6	13	CROPLAND	envo:cropland biome	None	0.4059114742139954	0.8285014148574912	False	4856	3.0	False
None	ENVO:01000206	temperate	https://data.bioontology.org/ontologies/ENVO	0.0544734824173527	None	None	None	PREF	None	6	14	TEMPERATE	envo:temperate grasslands, savannas, and shrubland biome	None	0.6743305263605353	0.6743305263605353	False	8	3.0	False
None	ENVO:01000204	tropical	https://data.bioontology.org/ontologies/ENVO	0.25903882757734786	None	None	None	PREF	None	6	13	TROPICAL	envo:tropical and subtropical coniferous forest biome	None	0.3923563797498	0.3923563797498	False	17	3.0	False
